EmployeeID,GivenName,MiddleInitial,Surname,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition
3657,John,H,Fulton,55,Travel_Rarely,Research & Development,19,3,Technical Degree,Male,1,Human Resources,Single,46800,6,14,3,24,0,19,3,8,1,3,2,4,3,1
3658,William,S,Wells,56,Travel_Rarely,Research & Development,24,4,Life Sciences,Male,2,Laboratory Technician,Married,32210,4,15,2,33,2,19,15,9,4,2,3,3,3,0
3659,James,M,Costello,34,Non-Travel,Sales,1,2,Life Sciences,Male,2,Research Scientist,Divorced,86210,1,17,1,5,1,5,0,0,1,3,3,3,3,0
3660,Paul,J,Voight,40,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,2,Sales Executive,Divorced,45770,5,11,1,15,3,12,11,8,2,3,3,2,3,0
3661,Matthew,E,Jowers,34,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,1,Research Scientist,Married,45530,4,18,1,10,2,8,7,7,2,3,3,4,3,0
3662,Mari,P,Miller,31,Travel_Frequently,Research & Development,2,2,Medical,Female,2,Manufacturing Director,Single,53960,7,17,1,3,2,1,0,0,3,4,4,1,3,1
3663,John,C,Harris,35,Travel_Frequently,Research & Development,1,2,Medical,Male,1,Manufacturing Director,Married,67960,0,13,0,5,2,4,3,2,4,3,2,3,3,1
3664,Linda,A,Earl,38,Travel_Frequently,Research & Development,7,3,Medical,Female,2,Sales Representative,Divorced,76250,1,15,0,4,2,4,0,3,4,3,3,2,3,0
3665,Theresa,R,Mack,34,Travel_Rarely,Research & Development,10,4,Other,Female,2,Laboratory Technician,Single,74120,1,24,0,14,4,14,4,11,3,4,4,3,4,0
3666,Wanda,M,Stoner,28,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Healthcare Representative,Married,111590,1,12,0,5,2,5,0,4,3,1,3,3,3,0
3667,Jonathan,C,Folden,31,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,Sales Executive,Married,49600,1,15,0,10,3,10,6,7,4,3,2,2,3,1
3668,Janette,O,Luciani,39,Travel_Rarely,Research & Development,17,4,Technical Degree,Female,2,Healthcare Representative,Married,104750,3,11,1,8,3,5,1,4,1,4,4,3,3,0
3669,Robert,J,Day,51,Travel_Frequently,Research & Development,20,3,Medical,Male,2,Sales Executive,Married,148140,2,11,1,14,2,4,3,2,2,2,3,2,3,0
3670,Joe,L,Thomas,41,Travel_Frequently,Research & Development,1,3,Life Sciences,Male,4,Sales Executive,Divorced,191410,3,12,1,12,2,6,3,3,4,4,2,3,3,0
3671,Monica,B,Bowes,37,Travel_Rarely,Research & Development,2,2,Medical,Female,1,Healthcare Representative,Married,54050,7,15,0,8,3,6,1,3,3,3,3,4,3,0
3672,Alice,J,Reynolds,33,Travel_Frequently,Research & Development,2,3,Medical,Female,1,Sales Executive,Married,87930,6,17,0,8,2,5,1,2,2,4,4,3,3,0
3673,Joshua,G,McGee,32,Travel_Rarely,Research & Development,1,4,Medical,Male,5,Research Director,Married,191890,0,12,1,4,3,3,1,2,3,2,2,3,3,0
3674,John,K,Anderson,39,Non-Travel,Research & Development,29,2,Life Sciences,Male,2,Sales Executive,Married,38750,3,15,0,13,3,6,0,5,3,3,3,3,3,0
3675,Francis,A,Porter,25,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,1,Sales Executive,Married,22160,2,13,3,6,2,3,1,2,1,3,2,2,3,0
3676,Tommy,A,Stark,52,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,2,Sales Executive,Married,117130,2,14,0,24,2,5,0,2,4,3,2,3,3,0
3677,Ryan,J,Warner,43,Travel_Rarely,Research & Development,2,2,Medical,Male,1,Laboratory Technician,Single,78610,1,14,2,20,1,20,1,8,1,3,1,3,3,0
3678,Jose,V,Coop,27,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,1,Human Resources,Married,37080,1,16,2,6,2,6,4,4,4,4,3,3,3,0
3679,Kathy,A,Gee,27,Travel_Rarely,Research & Development,2,5,Life Sciences,Female,1,Research Scientist,Single,137700,1,18,1,8,3,8,7,7,4,3,3,4,3,1
3680,Walter,N,White,26,Travel_Rarely,Research & Development,2,2,Other,Male,3,Laboratory Technician,Single,53040,0,20,1,5,2,4,1,1,1,4,3,3,4,0
3681,Sheila,R,Walters,42,Travel_Rarely,Sales,23,3,Marketing,Female,3,Research Scientist,Married,26420,0,13,1,21,3,20,0,9,,1,3,3,3,0
3682,Pamela,J,Webb,52,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,1,Healthcare Representative,Married,27590,9,18,1,12,6,5,0,4,3,1,1,3,3,0
3683,Lester,B,Gray,37,Travel_Rarely,Research & Development,20,5,Life Sciences,Male,2,Manager,Single,68040,4,13,1,8,1,3,0,2,1,3,3,3,3,0
3684,Bernice,W,Salley,35,Travel_Frequently,Research & Development,6,4,Medical,Female,2,Research Director,Single,61420,2,15,1,10,2,2,2,2,3,4,3,3,3,0
3685,Henry,C,Rogers,25,Travel_Rarely,Research & Development,1,4,Medical,Male,2,Sales Executive,Married,25000,4,14,2,7,2,3,0,2,1,4,2,1,3,0
3686,Mitchel,K,Phillips,26,Travel_Rarely,Research & Development,29,4,Life Sciences,Male,1,Research Scientist,Single,63890,0,22,0,8,2,7,0,7,3,1,3,2,4,0
3687,Dustin,J,Greaney,29,Travel_Rarely,Sales,9,3,Life Sciences,Male,1,Laboratory Technician,Single,111030,1,12,0,10,5,10,0,9,2,1,2,2,3,0
3688,April,N,Black,49,Travel_Frequently,Sales,6,5,Medical,Female,2,Healthcare Representative,Single,23420,3,18,0,20,2,4,1,3,1,1,3,3,3,1
3689,Rosa,L,Williams,29,Travel_Frequently,Sales,3,2,Marketing,Female,2,Laboratory Technician,Single,68110,0,15,1,9,2,8,7,7,3,4,3,3,3,1
3690,Ginger,C,Galloway,54,Travel_Rarely,Sales,1,3,Medical,Female,2,Manager,Single,22970,6,18,2,29,2,20,12,7,4,4,2,2,3,0
3691,Felicia,J,Patrick,58,Travel_Rarely,Sales,22,3,Life Sciences,Female,2,Laboratory Technician,Married,24500,3,12,1,32,2,9,1,5,4,1,3,3,3,0
3692,Linda,A,Phelps,55,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,3,Research Scientist,Divorced,50930,2,16,1,31,3,7,0,0,2,4,4,3,3,0
3693,Carl,C,Davis,36,Travel_Rarely,Research & Development,1,3,Medical,Male,2,Sales Executive,Single,53090,3,13,0,15,5,5,0,1,1,2,3,3,3,0
3694,Ralph,W,Pankratz,31,Travel_Frequently,Sales,4,3,Life Sciences,Male,2,Manager,Single,30570,1,19,0,1,3,1,0,0,2,3,3,3,3,1
3695,Paul,A,Jones,30,Travel_Rarely,Sales,3,3,Life Sciences,Male,3,Sales Executive,Divorced,51210,7,13,0,8,4,3,0,2,4,1,3,3,3,0
3696,George,M,Green,31,Travel_Rarely,Research & Development,1,3,Medical,Male,1,Laboratory Technician,Single,168560,3,12,1,9,3,3,1,0,1,2,4,3,3,0
3697,Wendy,R,Smith,34,Travel_Frequently,Sales,2,1,Marketing,Female,5,Manager,Divorced,26860,5,11,0,10,3,4,1,3,4,1,3,4,3,0
3698,Brian,C,Lewis,31,Travel_Rarely,Sales,20,3,Technical Degree,Male,1,Research Scientist,Single,61800,1,14,1,1,2,1,0,0,1,2,4,1,3,1
3699,Jon,M,Lewis,27,Travel_Rarely,Human Resources,11,4,Medical,Male,4,Sales Executive,Married,66320,0,16,0,6,3,5,1,4,2,1,4,3,3,0
3700,Jess,D,Parks,36,Travel_Rarely,Sales,1,3,Marketing,Male,2,Research Scientist,Single,35050,1,12,2,10,2,10,1,8,1,4,2,2,3,0
3701,Tonya,M,Spero,36,Travel_Rarely,Research & Development,24,3,Other,Female,3,Research Director,Married,63970,4,14,1,11,3,3,0,2,3,1,2,3,3,0
3702,Vera,C,Harris,47,Travel_Rarely,Research & Development,23,4,Life Sciences,Female,2,Sales Executive,Married,62740,7,14,2,17,0,6,1,2,1,4,2,3,3,0
3703,Johnny,J,Leroy,25,Travel_Rarely,Sales,16,4,Life Sciences,Male,2,Research Scientist,Married,198590,3,19,0,6,3,3,2,2,1,1,3,2,3,1
3704,Steve,D,Maclachlan,37,Non-Travel,Sales,8,4,Medical,Male,1,Healthcare Representative,Single,75870,0,22,1,7,5,6,1,3,3,3,1,3,4,0
3705,Ronald,J,Stokes,56,Travel_Rarely,Research & Development,10,4,Other,Male,2,Sales Representative,Married,42580,2,16,0,5,2,3,1,0,1,1,4,3,3,0
3706,Alexander,C,McDaniel,47,Travel_Rarely,Research & Development,3,2,Medical,Male,2,Laboratory Technician,Married,43640,3,11,1,26,3,20,5,6,1,3,4,3,3,0
3707,Jose,L,Hammond,24,Travel_Rarely,Research & Development,5,1,Other,Male,1,Manufacturing Director,Married,43350,1,15,1,5,5,5,0,3,4,3,3,3,3,0
3708,David,L,Poole,32,Travel_Rarely,Sales,4,3,Marketing,Male,1,Research Scientist,Married,53260,4,14,1,7,2,4,0,3,4,4,2,3,3,0
3709,Sterling,B,Patel,34,Travel_Rarely,Research & Development,9,2,Medical,Male,1,Sales Executive,Married,32800,5,13,0,7,3,5,0,2,4,2,2,3,3,0
3710,Deborah,M,Rose,41,Travel_Rarely,Research & Development,26,3,Medical,Female,3,Sales Executive,Married,54850,2,17,2,7,2,4,0,3,2,3,2,3,3,0
3711,Thomas,B,Cullison,40,Non-Travel,Sales,3,2,Life Sciences,Male,1,Sales Executive,Divorced,43420,3,11,1,11,6,8,0,7,3,3,4,2,3,0
3712,Glenn,M,Graham,31,Travel_Rarely,Research & Development,16,3,Medical,Male,2,Human Resources,Divorced,27820,1,19,1,13,5,13,9,9,1,4,3,3,3,0
3713,Ronald,D,Eggert,46,Travel_Rarely,Research & Development,18,1,Medical,Male,1,Manufacturing Director,Divorced,59800,4,11,1,28,2,7,4,3,1,4,4,3,3,1
3714,Paul,D,Cadet,39,Non-Travel,Research & Development,2,4,Medical,Male,2,Manufacturing Director,Single,43810,2,15,2,11,1,1,0,0,1,1,4,2,3,1
3715,Mike,S,Ragland,31,Travel_Frequently,Sales,2,3,Medical,Male,2,Sales Executive,Single,25720,1,13,3,10,3,10,4,7,3,2,3,3,3,1
3716,Edward,L,Simmons,45,Travel_Rarely,Sales,10,2,Marketing,Male,1,Sales Executive,Divorced,38330,2,14,0,24,1,7,0,7,2,1,3,3,3,0
3717,Matthew,V,Buchheit,31,Travel_Rarely,Research & Development,16,4,Life Sciences,Male,3,Human Resources,Single,42440,9,13,0,8,3,3,0,2,4,2,3,3,3,0
3718,David,A,Vo,31,Travel_Frequently,Research & Development,7,4,Life Sciences,Male,1,Laboratory Technician,Married,65000,6,23,1,7,5,2,2,2,2,4,1,3,4,1
3719,Lynda,R,Reese,45,Travel_Rarely,Research & Development,1,2,Life Sciences,Female,1,Research Scientist,Married,184300,4,12,1,10,5,3,1,2,2,4,4,3,3,0
3720,Brian,S,Shuman,48,Travel_Rarely,Research & Development,24,3,Technical Degree,Male,2,Research Scientist,Divorced,16010,4,12,0,15,3,2,2,2,3,1,3,3,3,0
3721,Cody,W,Yi,34,Travel_Rarely,Research & Development,7,4,Medical,Male,2,Research Scientist,Married,26940,1,16,1,2,3,2,2,2,1,3,3,3,3,1
3722,Amy,F,Flint,40,Non-Travel,Research & Development,25,4,Other,Female,1,Sales Executive,Divorced,31490,2,15,1,16,1,9,4,8,4,2,3,2,3,0
3723,Renee,D,Dennis,28,Travel_Rarely,Research & Development,1,2,Technical Degree,Female,1,Research Scientist,Single,176390,0,13,1,6,0,5,1,3,4,1,3,3,3,0
3724,Arthur,R,Cardwell,44,Non-Travel,Research & Development,5,3,Life Sciences,Male,1,Laboratory Technician,Single,23190,3,18,0,7,4,5,0,3,3,3,3,2,3,0
3725,William,A,Grant,53,Travel_Rarely,Research & Development,2,4,Technical Degree,Male,2,Manager,Single,116910,4,20,0,35,2,9,8,8,4,2,2,3,4,0
3726,Matthew,B,Agnew,49,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,3,Laboratory Technician,Married,53240,2,19,0,20,2,3,1,2,1,3,2,1,3,0
3727,James,C,Page,40,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,3,Laboratory Technician,Divorced,167520,2,18,1,8,3,3,1,2,3,3,4,3,3,0
3728,William,F,Crump,44,Travel_Rarely,Research & Development,5,1,Other,Male,3,Research Scientist,Single,52280,1,13,0,6,2,5,1,3,4,2,2,4,3,0
3729,Mercedes,H,Graves,33,Travel_Frequently,Human Resources,10,3,Medical,Female,2,Sales Executive,Married,27000,0,14,3,5,2,4,0,3,4,1,3,3,3,0
3730,Sandra,T,Smith,34,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,1,Sales Representative,Single,192460,3,15,1,15,5,13,3,12,4,1,3,3,3,0
3731,Shawn,O,Payne,30,Travel_Rarely,Sales,1,2,Technical Degree,Male,1,Laboratory Technician,Married,25060,8,22,0,4,3,2,2,2,4,3,2,3,4,0
3732,Susan,J,Priddy,42,Travel_Frequently,Research & Development,8,4,Medical,Female,1,Sales Executive,Single,60620,1,22,2,12,2,12,5,8,1,4,3,3,4,0
3733,Helen,D,Christie,44,Travel_Frequently,Research & Development,5,3,Life Sciences,Female,5,Manufacturing Director,Married,43820,7,16,2,11,2,1,0,0,1,3,2,3,3,0
3734,John,T,Mercer,30,Non-Travel,Research & Development,8,3,Life Sciences,Male,1,Manufacturing Director,Divorced,21430,1,17,1,1,2,1,0,0,3,3,2,3,3,0
3735,James,J,Mays,57,Travel_Rarely,Sales,2,1,Life Sciences,Male,3,Research Scientist,Married,61620,0,14,0,13,5,12,2,8,2,3,2,2,3,0
3736,Anitra,T,McVicker,49,Travel_Rarely,Research & Development,7,3,Technical Degree,Female,2,Sales Executive,Divorced,50940,3,15,0,29,5,8,0,7,3,2,3,3,3,0
3737,Robin,S,Taub,34,Travel_Frequently,Research & Development,2,4,Medical,Female,2,Sales Representative,Divorced,68770,7,20,0,16,3,14,6,9,2,1,2,3,4,0
3738,Michael,K,Campagna,28,Travel_Frequently,Research & Development,2,3,Medical,Male,1,Research Scientist,Married,22740,3,20,1,5,5,3,1,2,1,3,4,3,4,1
3739,Mary,P,Lucas,29,Travel_Frequently,Research & Development,28,3,Medical,Female,5,Research Scientist,Single,44340,5,17,3,7,1,5,0,0,1,2,1,3,3,1
3740,Michael,M,Gardner,34,Travel_Rarely,Research & Development,7,1,Medical,Male,1,Research Scientist,Single,62880,0,15,1,16,2,15,10,10,1,2,4,3,3,1
3741,April,M,Hudson,35,Travel_Rarely,Sales,7,4,Other,Female,4,Healthcare Representative,Married,25530,1,14,1,1,4,1,0,0,4,3,3,2,3,0
3742,James,R,Burton,24,Travel_Frequently,Sales,3,3,Life Sciences,Male,2,Research Scientist,Single,76540,2,17,1,4,3,0,0,0,2,1,2,2,3,1
3743,Arlene,E,Kinsey,24,Non-Travel,Research & Development,10,3,Life Sciences,Female,2,Manager,Married,51600,1,17,1,1,3,1,0,0,4,2,3,1,3,0
3744,Hester,W,McCaleb,44,Travel_Frequently,Research & Development,5,2,Medical,Female,2,Research Scientist,Single,171590,5,22,1,16,1,2,2,2,2,3,2,2,4,0
3745,Lori,R,Garmon,29,Travel_Rarely,Sales,10,2,Life Sciences,Female,1,Sales Executive,Divorced,128080,1,13,0,10,6,10,0,4,3,3,3,3,3,0
3746,Ronnie,L,Wyatt,30,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,3,Sales Executive,Divorced,102210,0,19,1,6,2,5,1,3,3,3,4,3,3,0
3747,David,F,Sutton,55,Travel_Rarely,Sales,20,3,Marketing,Male,2,Research Scientist,Married,47790,0,14,1,4,6,3,1,2,4,3,3,3,3,0
3748,Frankie,S,Bader,33,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,2,Research Scientist,Married,37370,8,22,2,8,2,5,0,2,1,2,3,3,4,0
3749,Sally,W,Taylor,47,Travel_Rarely,Research & Development,8,4,Medical,Female,2,Sales Representative,Married,23660,3,17,0,11,5,5,1,2,3,3,2,2,3,0
3750,William,Y,Brunt,28,Travel_Frequently,Sales,1,3,Marketing,Male,2,Laboratory Technician,Single,17060,7,12,0,8,3,0,0,0,3,1,2,3,3,1
3751,Joshua,B,Wilkinson,28,Travel_Rarely,Sales,8,4,Marketing,Male,1,Laboratory Technician,Divorced,163070,1,16,0,1,3,1,0,0,1,3,1,2,3,0
3752,William,L,Brown,28,Travel_Frequently,Research & Development,9,3,Life Sciences,Female,2,Sales Executive,Single,59330,0,11,0,5,3,4,1,3,3,1,3,3,3,0
3753,Ashley,W,Ammons,49,Travel_Rarely,Research & Development,5,4,Life Sciences,Female,1,Research Scientist,Married,34240,4,11,0,10,3,3,1,2,3,1,3,3,3,0
3754,Colton,L,Ward,29,Travel_Frequently,Research & Development,8,1,Medical,Male,1,Research Scientist,Married,40370,0,14,0,4,2,3,0,2,4,2,3,1,3,0
3755,Jason,J,Purcell,28,Travel_Rarely,Research & Development,5,1,Technical Degree,Male,2,Laboratory Technician,Married,25590,1,11,0,8,3,8,1,7,3,2,2,2,3,0
3756,Patricia,T,Roundy,33,Travel_Rarely,Research & Development,15,4,Life Sciences,Female,1,Sales Executive,Single,62010,2,15,3,14,2,0,0,0,4,3,3,2,3,0
3757,Amanda,C,Gilmore,32,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,3,Laboratory Technician,Single,44030,2,20,0,10,3,5,0,0,3,4,4,2,4,0
3758,Jacob,I,Burges,54,Travel_Frequently,Sales,10,3,Life Sciences,Female,4,Research Scientist,Divorced,37610,3,12,0,26,3,14,1,12,2,4,3,2,3,0
3759,Ruth,J,Moyle,29,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,2,Research Scientist,Single,109340,6,17,2,11,2,9,0,7,1,1,1,3,3,1
3760,Paul,M,Harris,44,Travel_Rarely,Sales,26,1,Marketing,Male,1,Sales Representative,Married,107610,3,11,1,24,5,20,14,17,4,1,4,2,3,0
3761,Ana,J,Wise,39,Travel_Rarely,Sales,6,1,Technical Degree,Female,2,Laboratory Technician,Single,51750,4,17,1,9,2,2,2,2,2,2,3,4,3,0
3762,Tomas,M,King,46,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,3,Manufacturing Director,Married,138260,8,11,0,23,1,13,5,1,3,2,4,2,3,0
3763,Bret,V,Stewart,35,Travel_Rarely,Research & Development,23,4,Life Sciences,Male,2,Research Scientist,Single,63340,1,14,0,11,2,11,3,3,4,2,1,4,3,0
3764,Marianne,M,Miller,23,Travel_Rarely,Research & Development,2,4,Medical,Female,2,Manager,Single,49360,0,19,1,5,2,4,1,2,1,3,3,2,3,0
3765,Harold,M,Whitford,40,Travel_Rarely,Research & Development,2,3,Medical,Male,2,Research Director,Single,47750,3,15,1,15,3,5,1,0,4,1,1,4,3,1
3766,Wendell,B,Gray,34,Travel_Rarely,Human Resources,2,3,Human Resources,Male,2,Manufacturing Director,Married,28180,1,13,1,10,2,10,8,6,4,3,3,3,3,0
3767,Marilee,J,Thomas,31,Travel_Frequently,Research & Development,29,3,Life Sciences,Female,2,Healthcare Representative,Single,25150,1,14,0,7,3,7,7,7,4,3,1,2,3,1
3768,Matthew,C,Avery,50,Travel_Frequently,Research & Development,6,3,Medical,Male,1,Manager,Single,23420,1,12,1,32,2,32,13,9,3,4,3,2,3,0
3769,Margaret,T,Moser,34,Travel_Rarely,Sales,25,5,Marketing,Female,1,Research Scientist,Married,41940,0,17,2,12,3,11,5,7,2,3,3,3,3,0
3770,Helen,H,Aviles,42,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,1,Manufacturing Director,Married,106850,4,11,3,4,2,1,0,0,3,2,3,3,3,0
3771,Wendell,A,Jackson,37,Travel_Rarely,Research & Development,2,2,Medical,Male,1,Research Scientist,Married,20220,1,12,0,10,1,10,3,7,1,4,3,3,3,0
3772,Donna,F,Miller,29,Travel_Rarely,Research & Development,1,3,Medical,Female,1,Manager,Married,23140,3,13,0,9,5,7,0,7,3,1,3,4,3,0
3773,William,J,Bradley,33,Travel_Rarely,Research & Development,1,1,Life Sciences,Male,1,Research Scientist,Single,42560,1,13,3,5,1,5,0,2,4,2,3,3,3,0
3774,John,C,Slawson,45,Travel_Rarely,Sales,3,3,Life Sciences,Male,3,Laboratory Technician,Married,35800,4,20,1,8,1,5,0,3,4,4,3,2,4,0
3775,Gerald,S,Anderson,42,Travel_Frequently,Human Resources,1,4,Technical Degree,Male,2,Manufacturing Director,Married,31620,2,17,2,24,1,20,13,9,4,4,1,3,3,0
3776,Lauren,K,Bowman,40,Travel_Rarely,Sales,10,1,Life Sciences,Female,1,Manufacturing Director,Married,65240,0,13,1,9,2,8,7,1,1,1,4,4,3,0
3777,Elsie,C,Shepard,33,Travel_Rarely,Research & Development,9,3,Medical,Female,2,Manufacturing Director,Married,28990,1,17,0,15,3,15,5,7,2,3,3,2,3,0
3778,Fred,A,Anderson,40,Travel_Rarely,Sales,5,5,Life Sciences,Male,1,Manufacturing Director,Single,52310,1,12,2,21,4,21,7,7,3,,3,3,3,0
3779,Robert,H,Chenier,24,Travel_Rarely,Sales,10,2,Marketing,Male,1,Manufacturing Director,Divorced,23560,0,13,0,2,5,1,0,0,3,1,3,3,3,0
3780,Charles,H,French,40,Non-Travel,Research & Development,7,3,Medical,Male,1,Research Scientist,Divorced,28000,3,12,2,8,0,2,2,2,4,4,3,2,3,0
3781,Andrea,J,Lee,45,Travel_Rarely,Research & Development,4,3,Medical,Female,3,Laboratory Technician,Divorced,118360,1,22,0,10,2,10,7,7,1,2,3,4,4,0
3782,James,A,Carroll,35,Travel_Rarely,Research & Development,10,1,Life Sciences,Male,1,Healthcare Representative,Married,109030,0,11,0,6,3,5,4,2,2,3,3,4,3,0
3783,Wallace,P,Barron,32,Travel_Rarely,Research & Development,22,4,Medical,Male,1,Sales Executive,Married,29730,3,22,0,12,0,7,2,5,4,2,3,4,4,0
3784,Mary,J,Winter,36,Travel_Rarely,Sales,9,3,Marketing,Female,4,Research Scientist,Single,142750,3,18,1,7,5,3,1,2,3,4,2,2,3,0
3785,Wilber,M,Lassiter,48,Travel_Rarely,Research & Development,12,4,Medical,Male,1,Laboratory Technician,Divorced,55620,8,13,1,18,2,8,7,7,3,3,3,3,3,0
3786,Gabrielle,P,Shepard,29,Travel_Rarely,Research & Development,23,4,Life Sciences,Female,2,Healthcare Representative,Married,45370,6,18,1,5,5,1,0,0,3,3,2,4,3,0
3787,Robert,J,Wyatt,33,Travel_Rarely,Research & Development,9,1,Medical,Male,1,Healthcare Representative,Married,76420,2,20,1,8,2,2,2,2,1,1,1,2,4,0
3788,Micheal,M,Lane,30,Travel_Rarely,Research & Development,1,3,Other,Male,3,Sales Executive,Married,179240,1,13,2,10,2,10,6,7,2,1,3,3,3,1
3789,Robert,N,Blau,38,Travel_Frequently,Sales,9,3,Marketing,Male,1,Manufacturing Director,Married,52040,3,13,1,10,2,6,1,2,3,3,3,3,3,0
3790,Mark,S,Baran,35,Travel_Rarely,Sales,7,2,Life Sciences,Male,1,Sales Executive,Single,22770,1,12,1,3,2,3,1,2,4,1,3,3,3,0
3791,John,A,Patton,30,Travel_Rarely,Research & Development,14,3,Technical Degree,Male,5,Research Director,Married,27950,3,13,0,9,4,4,1,3,3,2,3,3,3,0
3792,Margaret,M,Dockery,35,Travel_Rarely,Research & Development,2,3,Medical,Female,1,Research Scientist,Divorced,25320,1,13,0,1,2,1,0,0,1,1,3,1,3,1
3793,Luther,D,Lucas,53,Travel_Rarely,Research & Development,19,3,Life Sciences,Male,2,Manager,Married,25590,0,25,0,34,2,33,1,9,3,4,3,3,4,1
3794,Terry,R,Sutton,38,Travel_Rarely,Research & Development,2,3,Medical,Female,3,Sales Executive,Married,49080,4,19,1,7,3,5,1,4,3,2,3,2,3,1
3795,Christina,C,Durbin,32,Non-Travel,Research & Development,10,4,Life Sciences,Female,5,Research Scientist,Married,23800,4,13,0,9,5,6,1,2,4,1,2,3,3,0
3796,Morgan,M,Foust,48,Travel_Rarely,Research & Development,2,5,Life Sciences,Male,1,Sales Executive,Married,47650,8,12,1,10,4,8,7,6,3,1,2,3,3,0
3797,Michael,A,Johnston,34,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,2,Sales Executive,Single,20440,1,11,0,1,2,1,0,0,1,4,1,3,3,0
3798,Alpha,C,Garwood,55,Travel_Rarely,Research & Development,11,1,Medical,Female,1,Laboratory Technician,Married,26930,1,18,0,36,6,36,2,13,3,4,3,2,3,0
3799,Fred,P,Johnson,34,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,2,Research Scientist,Married,65860,9,18,1,9,3,2,2,1,2,4,2,3,3,0
3800,Richard,E,Orr,26,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,1,Research Director,Married,32940,1,11,0,1,6,1,0,0,1,4,3,3,3,0
3801,April,M,Obrien,38,Travel_Rarely,Sales,14,2,Marketing,Female,1,Sales Executive,Married,41710,0,23,0,10,4,9,7,7,3,2,3,4,4,0
3802,Delora,N,Jones,38,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Manufacturing Director,Single,27780,2,13,0,8,5,3,1,2,2,2,4,2,3,0
3803,William,W,Lawson,36,Travel_Rarely,Human Resources,1,3,Human Resources,Male,1,Research Scientist,Single,23770,6,13,2,15,3,1,0,0,2,3,3,3,3,0
3804,James,B,Moody,29,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,1,Sales Representative,Single,24040,1,17,0,10,3,10,1,5,2,1,3,2,3,0
3805,Ann,E,Haley,35,Travel_Rarely,Sales,12,2,Life Sciences,Female,2,Sales Executive,Single,23180,3,19,0,10,4,5,0,4,1,3,3,4,3,0
3806,Jeanette,J,Brewington,39,Travel_Rarely,Sales,2,2,Medical,Female,1,Sales Executive,Married,20080,2,12,0,11,3,7,7,6,4,3,3,3,3,0
3807,Carmen,R,Mosley,29,Travel_Frequently,Research & Development,5,1,Medical,Female,1,Research Scientist,Divorced,62440,1,22,0,6,3,6,1,3,1,4,4,3,4,0
3808,Andrea,K,Friesen,50,Travel_Rarely,Research & Development,4,2,Medical,Female,1,Laboratory Technician,Married,27990,4,12,1,27,0,1,0,0,3,3,3,1,3,0
3809,Margaret,H,Simpson,23,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,3,Manager,Married,105520,2,11,0,4,2,2,2,2,4,3,3,3,3,0
3810,Francisco,J,Wallace,36,Travel_Frequently,Sales,21,3,Life Sciences,Male,2,Human Resources,Married,23290,3,15,0,9,2,3,0,2,1,1,3,3,3,0
3811,Gertie,R,Steinfeldt,42,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,5,Manager,Single,40140,8,13,1,24,3,1,0,1,4,4,3,3,3,0
3812,Mandy,L,Duncan,35,Travel_Rarely,Sales,4,3,Medical,Female,2,Laboratory Technician,Married,74030,1,12,1,10,4,10,6,8,2,3,2,3,3,0
3813,Nora,M,Howard,34,Travel_Frequently,Research & Development,25,1,Life Sciences,Female,1,Manager,Married,22590,1,14,0,8,2,8,7,7,4,3,2,3,3,0
3814,Jessie,J,Stroup,40,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,Laboratory Technician,Married,69320,1,13,0,5,5,5,1,2,4,1,3,3,3,0
3815,Craig,R,Hunter,43,Travel_Rarely,Research & Development,1,1,Other,Male,1,Manager,Divorced,46780,5,25,1,8,0,6,0,2,4,2,3,4,4,0
